,Player,Pos,Age,Team,Games,Minutes Played,Fields Goal,Fields Goal Attempted,3-points Field Goal,3-points Field Goal Attempted,2-points Field Goal,2-points Field Goal Attempted,Free Throws,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Rank,Year
2491,Sviatoslav Mykhailiuk,SG,23,OKC,30,23.0,4.1,9.4,1.6,4.8,2.5,4.7,0.5,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,1.0,10.3,361,2021
2492,Abdel Nader,SF,27,PHO,24,14.8,2.4,4.8,0.8,1.8,1.6,3.0,1.2,1.5,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,362,2021
2493,Larry Nance Jr.,PF,28,CLE,35,31.2,3.7,7.8,1.2,3.3,2.5,4.5,0.9,1.4,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,363,2021
2494,Aaron Nesmith,SF,21,BOS,46,14.5,1.7,3.9,0.9,2.3,0.8,1.5,0.5,0.6,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,364,2021
2495,Raul Neto,PG,28,WAS,64,21.9,3.3,7.0,1.0,2.6,2.3,4.4,1.2,1.3,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,365,2021
2496,Georges Niang,PF,27,UTA,72,16.0,2.5,5.6,1.7,4.1,0.7,1.6,0.3,0.3,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,366,2021
2497,Zeke Nnaji,PF,20,DEN,42,9.5,1.2,2.5,0.6,1.4,0.6,1.1,0.3,0.4,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,367,2021
2498,Nerlens Noel,C,26,NYK,64,24.2,2.1,3.5,0.0,0.0,2.1,3.4,0.8,1.1,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,368,2021
2499,Jaylen Nowell,SG,21,MIN,42,18.1,3.4,8.0,1.2,3.6,2.2,4.4,1.1,1.3,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7,9.0,369,2021
2500,Frank Ntilikina,PG,22,NYK,33,9.8,0.9,2.4,0.7,1.5,0.2,0.9,0.2,0.5,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,2.7,370,2021
2501,Kendrick Nunn,PG,25,MIA,56,29.5,5.7,11.8,2.2,5.7,3.5,6.0,1.0,1.1,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,371,2021
2502,James Nunnally,SF,30,NOP,9,5.3,0.6,1.4,0.4,1.3,0.1,0.1,0.1,0.2,0.2,0.8,1.0,0.3,0.0,0.0,0.2,0.1,1.7,372,2021
2503,Jusuf Nurkić,C,26,POR,37,23.8,4.6,9.0,0.3,0.8,4.3,8.2,1.9,3.1,2.3,6.6,9.0,3.4,1.0,1.1,2.0,2.8,11.5,373,2021
2504,David Nwaba,SF,28,HOU,30,22.6,3.5,7.3,0.6,2.1,3.0,5.2,1.6,2.3,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,374,2021
2505,Jordan Nwora,SF,22,MIL,30,9.1,2.1,4.5,0.9,2.1,1.1,2.4,0.6,0.8,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7,375,2021
2506,Royce O'Neale,SF,27,UTA,71,31.6,2.5,5.5,1.5,3.9,1.0,1.6,0.5,0.6,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7.0,376,2021
2507,Semi Ojeleye,PF,26,BOS,56,17.0,1.6,3.9,1.0,2.8,0.6,1.1,0.4,0.6,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,377,2021
2508,Jahlil Okafor,C,25,DET,27,12.9,2.3,3.8,0.1,0.3,2.3,3.4,0.6,0.9,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4,378,2021
2509,Chuma Okeke,PF,22,ORL,45,25.2,3.0,7.2,1.1,3.1,1.9,4.1,0.7,0.9,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1,7.8,379,2021
2510,Josh Okogie,SG,22,MIN,59,20.3,1.7,4.3,0.5,1.8,1.2,2.5,1.4,1.8,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,380,2021
2511,Onyeka Okongwu,C,20,ATL,50,12.0,1.9,3.0,0.0,0.1,1.9,2.9,0.7,1.1,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0,4.6,381,2021
2512,Isaac Okoro,SG,20,CLE,67,32.4,3.5,8.3,0.9,3.2,2.6,5.1,1.7,2.3,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,382,2021
2513,KZ Okpala,PF,21,MIA,37,12.1,1.0,2.6,0.3,1.4,0.6,1.2,0.2,0.4,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5,383,2021
2514,Victor Oladipo,SG,28,TOT,33,32.7,7.1,17.5,2.4,7.2,4.8,10.2,3.2,4.2,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,384,2021
2515,Victor Oladipo,SG,28,IND,9,33.3,7.1,16.9,2.8,7.7,4.3,9.2,3.0,4.1,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,384,2021
2516,Victor Oladipo,SG,28,HOU,20,33.5,7.8,19.1,2.5,7.7,5.3,11.4,3.3,4.2,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,384,2021
2517,Victor Oladipo,SG,28,MIA,4,27.8,4.0,10.8,1.0,4.3,3.0,6.5,3.0,4.5,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,384,2021
2518,Cameron Oliver,SF,24,HOU,4,21.8,4.8,8.3,1.0,3.3,3.8,5.0,0.3,1.0,1.3,4.0,5.3,1.3,0.5,1.0,0.8,2.8,10.8,385,2021
2519,Kelly Olynyk,C-PF,29,TOT,70,28.5,4.8,10.0,1.8,5.3,3.0,4.7,2.1,2.5,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0,13.5,386,2021
2520,Kelly Olynyk,C,29,MIA,43,26.9,3.8,8.7,1.8,5.7,2.0,3.1,0.7,0.9,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0,386,2021
2521,Kelly Olynyk,PF,29,HOU,27,31.1,6.5,11.9,1.8,4.6,4.7,7.3,4.2,5.0,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,386,2021
2522,Miye Oni,SG,23,UTA,54,9.6,0.6,1.8,0.6,1.6,0.1,0.2,0.1,0.1,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,387,2021
2523,Cedi Osman,SF,25,CLE,59,25.6,3.7,9.9,1.7,5.5,2.0,4.4,1.3,1.6,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,388,2021
2524,Daniel Oturu,C,21,LAC,30,5.4,0.7,1.7,0.0,0.2,0.7,1.6,0.3,0.4,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8,1.8,389,2021
2525,Kelly Oubre Jr.,SF,25,GSW,55,30.7,5.8,13.2,1.6,5.2,4.1,8.0,2.2,3.2,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2,15.4,390,2021
2526,Jabari Parker,PF,25,TOT,13,12.7,2.3,4.2,0.2,0.8,2.2,3.4,0.8,1.0,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1.0,5.5,391,2021
2527,Jabari Parker,PF,25,SAC,3,9.0,1.3,2.3,0.0,0.3,1.3,2.0,0.0,0.0,0.3,1.7,2.0,0.3,0.0,0.3,1.0,1.3,2.7,391,2021
2528,Jabari Parker,PF,25,BOS,10,13.8,2.6,4.8,0.2,1.0,2.4,3.8,1.0,1.3,0.9,2.7,3.6,1.0,0.1,0.4,0.7,0.9,6.4,391,2021
2529,Eric Paschall,PF,24,GSW,40,17.4,3.7,7.5,0.5,1.4,3.3,6.1,1.7,2.4,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,392,2021
2530,Anžejs Pasečņiks,C,25,WAS,1,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,393,2021
2531,Patrick Patterson,PF,31,LAC,38,15.3,1.9,4.3,1.1,2.9,0.8,1.4,0.3,0.4,0.5,1.5,2.0,0.8,0.4,0.2,0.3,1.2,5.2,394,2021
2532,Justin Patton,C,23,HOU,13,19.0,2.2,5.4,0.7,2.6,1.5,2.8,0.2,0.3,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,395,2021
2533,Chris Paul,PG,35,PHO,70,31.4,6.3,12.6,1.5,3.7,4.8,8.9,2.4,2.6,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,396,2021
2534,Cameron Payne,PG,26,PHO,60,18.0,3.2,6.6,1.2,2.8,2.0,3.8,0.8,0.9,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4,397,2021
2535,Elfrid Payton,PG,26,NYK,63,23.6,4.3,9.9,0.4,1.6,3.8,8.3,1.2,1.7,1.0,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,398,2021
2536,Gary Payton II,PG,28,GSW,10,4.0,1.0,1.3,0.2,0.4,0.8,0.9,0.3,0.4,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,399,2021
2537,Norvel Pelle,C,27,TOT,13,6.5,0.6,1.2,0.0,0.0,0.6,1.2,0.3,0.5,0.5,1.0,1.5,0.2,0.1,0.7,0.2,1.1,1.5,400,2021
2538,Norvel Pelle,C,27,BRK,3,9.3,1.0,2.3,0.0,0.0,1.0,2.3,0.0,0.0,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0,400,2021
2539,Norvel Pelle,C,27,SAC,1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,400,2021
2540,Norvel Pelle,C,27,NYK,9,5.8,0.6,0.8,0.0,0.0,0.6,0.8,0.1,0.2,0.2,1.0,1.2,0.1,0.1,0.7,0.0,0.4,1.2,400,2021
2541,Reggie Perry,PF,20,BRK,26,8.1,1.2,3.0,0.2,0.8,1.1,2.2,0.4,0.5,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,401,2021
2542,Theo Pinson,SG,25,NYK,17,2.0,0.1,0.5,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.1,0.2,0.1,402,2021
2543,Mason Plumlee,C,30,DET,56,26.8,4.2,6.8,0.0,0.1,4.2,6.7,2.0,3.0,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,403,2021
2544,Jakob Poeltl,C,25,SAS,69,26.7,3.8,6.2,0.0,0.0,3.8,6.2,0.9,1.8,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5,8.6,404,2021
2545,Vincent Poirier,C,27,PHI,10,3.9,0.3,1.2,0.0,0.1,0.3,1.1,0.2,0.6,0.6,0.8,1.4,0.2,0.0,0.3,0.4,0.8,0.8,405,2021
2546,Aleksej Pokusevski,PF,19,OKC,45,24.2,3.1,9.1,1.3,4.6,1.8,4.5,0.7,0.9,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3,8.2,406,2021
2547,Jordan Poole,SG,21,GSW,51,19.4,4.0,9.3,1.9,5.4,2.1,3.9,2.1,2.3,0.3,1.5,1.8,1.9,0.5,0.2,1.0,1.7,12.0,407,2021
2548,Jontay Porter,PF,21,MEM,11,4.9,0.7,1.4,0.3,0.7,0.5,0.6,0.3,0.5,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0,408,2021
2549,Kevin Porter Jr.,SG,20,HOU,26,32.1,6.0,14.1,1.9,6.2,4.1,7.9,2.7,3.6,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3,16.6,409,2021
2550,Michael Porter Jr.,SF,22,DEN,61,31.3,7.3,13.4,2.8,6.3,4.5,7.1,1.7,2.2,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,410,2021
2551,Otto Porter,SF-PF,27,TOT,28,21.6,3.5,8.1,1.4,3.7,2.1,4.4,1.3,1.5,1.0,4.4,5.4,2.0,0.6,0.1,0.9,1.5,9.7,411,2021
2552,Otto Porter,SF,27,CHI,25,21.6,3.6,8.1,1.5,3.8,2.0,4.3,1.2,1.5,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9,411,2021
2553,Otto Porter,PF,27,ORL,3,22.0,3.0,8.3,0.3,3.0,2.7,5.3,1.7,1.7,0.0,4.7,4.7,1.7,1.3,0.0,0.0,1.3,8.0,411,2021
2554,Bobby Portis,C,25,MIL,66,20.8,4.7,9.1,1.1,2.4,3.6,6.7,0.8,1.1,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7,11.4,412,2021
2555,Kristaps Porziņģis,C,25,DAL,43,30.9,7.6,15.9,2.3,6.0,5.3,9.9,2.7,3.2,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,413,2021
2556,Dwight Powell,C,29,DAL,58,16.7,2.1,3.3,0.1,0.4,2.0,3.0,1.7,2.1,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3,5.9,414,2021
2557,Norman Powell,SG-SF,27,TOT,69,32.0,6.3,13.3,2.5,6.0,3.9,7.3,3.4,3.9,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,415,2021
2558,Norman Powell,SG,27,TOR,42,30.4,6.7,13.5,2.8,6.4,3.9,7.1,3.4,3.9,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6,415,2021
2559,Norman Powell,SF,27,POR,27,34.4,5.8,13.0,2.0,5.4,3.8,7.6,3.5,4.0,0.9,2.4,3.3,1.9,1.3,0.4,1.6,2.3,17.0,415,2021
2560,Taurean Prince,PF,26,TOT,41,22.1,3.2,8.0,1.5,3.8,1.7,4.2,1.6,1.9,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8,9.5,416,2021
2561,Taurean Prince,PF,26,BRK,12,18.2,2.5,6.2,1.1,3.1,1.4,3.1,2.0,2.3,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,416,2021
2562,Taurean Prince,PF,26,CLE,29,23.7,3.5,8.7,1.7,4.1,1.8,4.7,1.4,1.7,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1,416,2021
2563,Payton Pritchard,SG,23,BOS,66,19.2,2.8,6.3,1.5,3.8,1.2,2.6,0.6,0.7,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,417,2021
2564,Immanuel Quickley,PG,21,NYK,64,19.4,3.6,9.1,1.8,4.7,1.7,4.3,2.4,2.7,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,11.4,418,2021
2565,Jahmi'us Ramsey,SG,19,SAC,13,7.2,1.2,2.9,0.4,1.5,0.8,1.5,0.4,0.4,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6,3.1,419,2021
2566,Chasson Randle,PG,27,ORL,41,20.4,2.2,5.8,1.1,3.2,1.2,2.6,0.9,1.2,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6,6.5,420,2021
2567,Julius Randle,PF,26,NYK,71,37.6,8.5,18.6,2.3,5.5,6.2,13.1,4.9,6.0,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,421,2021
2568,Cam Reddish,SF,21,ATL,26,28.8,3.7,10.1,1.3,4.8,2.4,5.3,2.6,3.2,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2,422,2021
2569,J.J. Redick,SG,36,TOT,44,16.4,2.4,6.1,1.5,4.0,0.9,2.0,1.1,1.2,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,423,2021
2570,J.J. Redick,SG,36,NOP,31,18.6,2.8,6.9,1.6,4.5,1.2,2.4,1.5,1.5,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7,423,2021
2571,J.J. Redick,SG,36,DAL,13,11.3,1.5,4.1,1.2,2.9,0.3,1.2,0.3,0.4,0.1,0.8,0.9,0.8,0.2,0.1,0.8,1.0,4.4,423,2021
2572,Paul Reed,PF,21,PHI,26,6.8,1.6,3.0,0.0,0.2,1.6,2.8,0.2,0.3,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,424,2021
2573,Naz Reid,C,21,MIN,70,19.2,4.3,8.3,0.9,2.5,3.5,5.8,1.6,2.4,1.2,3.4,4.6,1.0,0.5,1.1,1.0,2.6,11.2,425,2021
2574,Cameron Reynolds,SF,25,TOT,5,8.0,1.2,3.6,0.6,2.4,0.6,1.2,0.0,0.0,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.4,3.0,426,2021
2575,Cameron Reynolds,SF,25,SAS,3,2.0,0.3,0.7,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,426,2021
2576,Cameron Reynolds,SF,25,HOU,2,17.0,2.5,8.0,1.5,6.0,1.0,2.0,0.0,0.0,1.0,1.5,2.5,1.0,0.0,0.0,0.0,1.0,6.5,426,2021
2577,Nick Richards,PF,23,CHO,18,3.5,0.2,0.5,0.0,0.1,0.2,0.4,0.4,0.6,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,427,2021
2578,Josh Richardson,SG,27,DAL,59,30.3,4.5,10.5,1.5,4.5,3.0,5.9,1.7,1.8,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2,12.1,428,2021
2579,Grant Riller,PG,23,CHO,7,3.9,1.1,1.7,0.3,0.6,0.9,1.1,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,429,2021
2580,Austin Rivers,SG,28,TOT,36,23.5,2.9,6.8,1.5,4.1,1.4,2.7,0.6,0.9,0.2,2.1,2.3,2.3,0.8,0.1,1.0,1.8,7.9,430,2021
2581,Austin Rivers,SG,28,NYK,21,21.0,2.8,6.4,1.3,3.7,1.4,2.8,0.5,0.7,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,430,2021
2582,Austin Rivers,SG,28,DEN,15,26.9,3.1,7.3,1.8,4.8,1.3,2.5,0.8,1.1,0.2,2.1,2.3,2.6,1.2,0.1,0.9,2.1,8.7,430,2021
2583,Andre Roberson,SG,29,BRK,5,12.6,0.4,2.8,0.2,1.6,0.2,1.2,0.2,0.4,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2,431,2021
2584,Duncan Robinson,SF,26,MIA,72,31.4,4.4,10.0,3.5,8.5,0.9,1.4,0.9,1.0,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,432,2021
2585,Glenn Robinson III,SF,27,SAC,23,16.0,1.8,4.3,0.7,1.9,1.1,2.4,0.9,1.0,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3,433,2021
2586,Jerome Robinson,SG,23,WAS,17,17.9,1.6,5.6,0.6,2.5,1.0,3.1,0.9,1.2,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9,434,2021
2587,Justin Robinson,PG,23,OKC,9,9.8,0.8,2.3,0.4,1.6,0.3,0.8,0.3,0.6,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1,2.3,435,2021
2588,Mitchell Robinson,C,22,NYK,31,27.5,3.7,5.7,0.0,0.0,3.7,5.7,0.8,1.7,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,436,2021
2589,Isaiah Roby,PF,22,OKC,61,23.4,3.4,7.0,0.5,1.8,2.9,5.2,1.4,1.9,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,437,2021
2590,Rajon Rondo,PG,34,TOT,45,17.1,2.1,4.8,0.8,2.0,1.3,2.8,0.4,0.4,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,438,2021
2591,Rajon Rondo,PG,34,ATL,27,14.9,1.6,4.1,0.6,1.7,1.0,2.4,0.0,0.1,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,438,2021
2592,Rajon Rondo,PG,34,LAC,18,20.4,2.8,5.8,1.1,2.4,1.8,3.4,0.8,0.8,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,438,2021
2593,Derrick Rose,PG,32,TOT,50,25.6,5.7,12.2,1.0,2.6,4.7,9.6,2.2,2.5,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,439,2021
2594,Derrick Rose,PG,32,DET,15,22.8,5.3,12.3,0.9,2.6,4.4,9.7,2.8,3.3,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,439,2021
2595,Derrick Rose,PG,32,NYK,35,26.8,5.9,12.2,1.1,2.6,4.9,9.6,1.9,2.2,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,14.9,439,2021
2596,Terrence Ross,SG,29,ORL,46,29.3,5.5,13.4,1.9,5.7,3.6,7.7,2.6,3.0,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,440,2021
2597,Terry Rozier,SG,26,CHO,69,34.5,7.4,16.4,3.2,8.3,4.2,8.2,2.4,2.9,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,441,2021
2598,Ricky Rubio,PG,30,MIN,68,26.1,2.8,7.3,1.0,3.1,1.9,4.2,1.9,2.2,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0,8.6,442,2021
2599,D'Angelo Russell,PG,24,MIN,42,28.5,6.7,15.5,2.9,7.4,3.8,8.1,2.7,3.5,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,443,2021
2600,Domantas Sabonis,PF,24,IND,62,36.0,7.8,14.6,0.8,2.6,7.0,12.0,3.9,5.3,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,444,2021
2601,Luka Šamanić,PF,21,SAS,33,9.3,1.4,3.2,0.4,1.3,1.1,1.9,0.5,0.9,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7,445,2021
2602,JaKarr Sampson,PF,27,IND,29,10.9,1.9,3.9,0.1,0.5,1.8,3.4,0.7,1.0,0.9,1.7,2.7,0.1,0.1,0.5,0.5,1.8,4.6,446,2021
2603,Dario Šarić,C,26,PHO,50,17.4,3.1,6.8,0.9,2.7,2.1,4.1,1.7,2.0,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9,8.7,447,2021
2604,Tomáš Satoranský,SG,29,CHI,58,22.5,2.9,5.7,0.7,2.0,2.2,3.6,1.2,1.4,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,448,2021
2605,Dennis Schröder,SG,27,LAL,61,32.1,5.4,12.5,1.2,3.5,4.3,9.0,3.4,4.0,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,449,2021
2606,Mike Scott,PF,32,PHI,51,16.7,1.5,4.1,1.0,3.0,0.5,1.1,0.2,0.2,0.2,2.1,2.4,0.8,0.5,0.3,0.4,1.4,4.2,450,2021
2607,Jay Scrubb,SG,20,LAC,4,21.0,3.5,9.0,0.5,2.3,3.0,6.8,1.3,1.3,0.5,3.0,3.5,0.3,1.0,0.0,1.8,1.3,8.8,451,2021
2608,Collin Sexton,SG,22,CLE,60,35.3,8.8,18.4,1.6,4.4,7.1,14.0,5.2,6.4,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,452,2021
